"","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
"757","HP","15-cb003na (i5-7300HQ/8GB/1TB","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1099
"758","HP","ZBook 15","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia Quadro M1000M","Windows 7","2.59kg",1561
"759","Dell","Alienware 17","Gaming",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2868.99
"760","Acer","Aspire 3","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.1kg",599
"761","Lenovo","Legion Y520-15IKBN","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",1048
"762","Dell","Latitude 7280","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.18kg",1859
"763","Google","Pixelbook (Core","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Chrome OS","1.1kg",1559
"764","Asus","Zenbook UX330UA-AH5Q","Ultrabook",13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.2kg",1129
"765","Dell","Latitude 3380","Notebook",13.3,"1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.65kg",849
"766","Acer","TravelMate P238-M","Notebook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",655
"767","Asus","X751NV-TY001 (N4200/4GB/1TB/GeForce","Notebook",17.3,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.8kg",470.34
"768","Dell","Inspiron 7559","Gaming",15.6,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.72kg",1099
"769","Samsung","Notebook 9","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.31kg",1599
"770","Acer","Aspire A315-31","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Linux","2.1kg",298
"771","Dell","Inspiron 5567","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon R7 M445","Windows 10","2.3kg",1181.27
"772","Samsung","Notebook 9","2 in 1 Convertible",15,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon 540","Windows 10","1.71kg",1799
"773","Toshiba","Tecra A40-C-1E5","Notebook",14,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.75kg",1020
"774","Dell","Inspiron 7567","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.62kg",1099
"775","HP","EliteBook 820","Ultrabook",12.5,"1366x768","Intel Core i5 6200U 2.3GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.26kg",1244
"776","Asus","Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","2TB HDD","Nvidia GeForce 940MX","Windows 10","2.3kg",839
"777","Lenovo","Thinkpad P50","Notebook",15.6,"4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro M2000M","Windows 7","2.5kg",2370
"778","Acer","Swift 3","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.8kg",636
"779","Razer","Blade Pro","Gaming",14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1060","Windows 10","1.95kg",2899
"780","Asus","Vivobook Max","Notebook",15.6,"1920x1080","Intel Pentium Dual Core N4200 1.1GHz","8GB","128GB SSD","Intel HD Graphics 505","Windows 10","2kg",581.9
"781","Dell","Alienware 17","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","32GB","1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070M","Windows 10","4.42kg",3588.8
"782","Asus","Rog G752VS-BA171T","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.3kg",2350
"783","Toshiba","Tecra Z40-C-161","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Nvidia GeForce 930M","Windows 10","1.47kg",1764
"784","Lenovo","IdeaPad 110-15IBR","Notebook",15.6,"1366x768","Intel Celeron Quad Core N3710 1.6GHz","8GB","1TB HDD","Intel HD Graphics 405","No OS","2.2kg",329
"785","Lenovo","ThinkPad T470s","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.7kg",2299
"786","MSI","GS43VR 7RE","Gaming",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","1.6kg",1891
"787","MSI","GL62M (i5-7300HQ/8GB/1TB","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1089
"788","Lenovo","Legion Y520-15IKBN","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","4GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",999
"789","Acer","Predator G9-793","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.2kg",2299
"790","Dell","Inspiron 7567","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.62kg",985
"791","Asus","FX502VM-DM560T (i7-7700HQ/8GB/1TB","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX1060","Windows 10","2.24kg",1339
"792","Vero","K146 (N3350/4GB/32GB/W10)","Notebook",14,"1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.22kg",202.9
"793","Lenovo","ThinkPad Yoga","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1970
"794","Lenovo","Yoga 510-15IKB","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R7 M460","Windows 10","2.08kg",959
"795","Apple","MacBook 12""","Ultrabook",12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz","8GB","512GB Flash Storage","Intel HD Graphics 5300","Mac OS X","0.920kg",1165
"796","Lenovo","ThinkPad X1","2 in 1 Convertible",14,"IPS Panel Touchscreen 2560x1440","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.42kg",2330
"797","Asus","R417NA-RS01 (N3350/4GB/32GB/W10)","Notebook",14,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.63kg",299
"798","Dell","Latitude 3580","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",810
"799","Lenovo","Yoga 910-13IKB","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.38kg",1349
"800","Dell","Vostro 5568","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","8GB","256GB SSD","AMD Radeon R5 M420X","Windows 10","2kg",739
"801","HP","ZBook 17","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M2200","Windows 10","3.14kg",2064.9
"802","Asus","Pro P2540UA-XS51","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.37kg",1099
"803","Dell","XPS 13","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",1499
"804","Dell","XPS 15","Notebook",15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",1749
"805","Dell","Latitude 3180","Netbook",11.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","128GB SSD","Intel HD Graphics 505","Windows 10","1.63kg",744
"806","HP","EliteBook 820","Netbook",12.5,"1366x768","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",1389
"807","Toshiba","Satellite Pro","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",780
"808","HP","15-ba043na (A12-9700P/8GB/2TB/W10)","Notebook",15.6,"1366x768","AMD A12-Series 9700P 2.5GHz","8GB","2TB HDD","AMD Radeon R7 Graphics","Windows 10","2.04kg",629
"809","Dell","Inspiron 7567","Gaming",15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",1679
"810","Lenovo","IdeaPad 310-15IKB","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920M","Windows 10","2.4kg",609
"811","HP","Omen 17-an012dx","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","AMD Radeon RX 580","Windows 10","3.74kg",1749
"812","MSI","GE72MVR 7RG","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.9kg",2415
"813","Samsung","Notebook 9","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","0.81kg",1499
"814","Dell","Vostro 5568","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce GT 940MX","Windows 10","1.98kg",961
"815","Dell","Vostro 3568","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R5 M420","Windows 10","2.18kg",789.81
"816","Lenovo","Thinkpad T470s","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",1859
"817","Razer","Blade Stealth","Ultrabook",12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",1799
"818","HP","Chromebook 11","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.23kg",385
"819","Dell","Alienware 17","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.36kg",2505.02
"820","Dell","Latitude 3480","Notebook",14,"1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.76kg",755
"821","Lenovo","V110-15ISK (i3-6006U/4GB/500GB/W10)","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",489.9
"822","Toshiba","Tecra X40-D-10Z","Ultrabook",14,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.25kg",1090
"823","Lenovo","Thinkpad X1","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.13kg",2499
"824","MSI","GL62M 7RD","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",1199
"825","Lenovo","ThinkPad X1","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB Flash Storage","Intel HD Graphics 620","Windows 10","1.13kg",1875
"826","Toshiba","Satellite Pro","Notebook",14,"1366x768","Intel Pentium Dual Core 4405U 2.1GHz","4GB","128GB SSD","Intel HD Graphics 510","Windows 10","1.75kg",499
"827","Asus","ZenBook Flip","2 in 1 Convertible",13.3,"Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1358
"828","Dell","Latitude 3480","Notebook",14,"1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.76kg",585
"829","Acer","Chromebook 11","Netbook",11.6,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.35kg",355
"830","Acer","Swift 3","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.5kg",619
"831","Razer","Blade Pro","Gaming",17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD","Nvidia GeForce GTX 1080","Windows 10","3.49kg",5499
"832","Lenovo","Thinkpad X1","Ultrabook",14,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.1kg",2099
"833","Asus","VivoBook Max","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920","Linux","2.1kg",519
"834","Lenovo","Thinkpad T460","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.7kg",1186
"835","Lenovo","ThinkPad T470s","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",1650
"836","Dell","Alienware 15","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.21kg",2774.63
"837","Asus","Rog GL702VS-BA023T","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.9kg",2419
"838","Toshiba","Satellite Pro","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",669
"839","Lenovo","N42-20 Chromebook","Notebook",14,"1366x768","Intel Celeron Quad Core N3160 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.5kg",325
"840","Asus","R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB HDD","Intel HD Graphics 620","Windows 10","2.3kg",590
"841","Asus","Rog GL702VM-GC017T","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",1799
"842","Dell","Alienware 17","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",3072.89
"843","HP","ProBook 470","Notebook",17.3,"1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.63kg",910
"844","Dell","Vostro 3568","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",713.99
"845","HP","EliteBook 840","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",1870
"846","Dell","Vostro 3568","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","256GB SSD","AMD Radeon R5 M420","Windows 10","2.18kg",739
"847","HP","Chromebook X360","2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Chrome OS","1.4kg",615
"848","Asus","ZenBook UX310UQ-GL026T","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","512GB SSD","Nvidia GeForce 940M","Windows 10","1.45kg",1026
"849","HP","EliteBook x360","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",2277
"850","HP","EliteBook 840","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.54kg",1468
"851","HP","250 G6","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","No OS","1.86kg",299
"852","Asus","Rog GL502VM-DS74","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.1kg",1899
"853","Dell","Inspiron 5767","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R7 M445","Linux","2.83kg",865
"854","Lenovo","ThinkPad T470p","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GT 940MX","Windows 10","1.96kg",1903
"855","Asus","K556UR-DM621T (i7-7500U/8GB/256GB/GeForce","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce GTX 930MX","Windows 10","2.3kg",787
"856","Dell","Latitude 5580","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",945
"857","Asus","X541NA (N4200/4GB/1TB/W10)","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2kg",449
"858","HP","EliteBook x360","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",2559
"859","Dell","Inspiron 5368","Notebook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","1.62kg",649
"860","Lenovo","IdeaPad 110-15ISK","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","2.2kg",469
"861","Lenovo","ThinkPad E570","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",850.66
"862","HP","EliteBook 850","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","AMD Radeon R7 M465","Windows 10","1.84kg",1349
"863","Toshiba","Portege X30-D-10X","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",1285
"864","Lenovo","Legion Y520-15IKBN","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","No OS","2.5kg",1017
"865","Dell","XPS 13","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz","16GB","512GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.29kg",2240
"866","HP","Probook 450","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.07kg",910
"867","Toshiba","Portege Z30-C-188","Ultrabook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",1095
"868","Lenovo","ThinkPad Yoga","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1950
"869","Acer","TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10)","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.56kg",902
"870","Dell","Precision 3520","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia Quadro M620","Windows 10","2.23kg",1778
"871","Lenovo","ThinkPad L570","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.38kg",1055
"872","Lenovo","IdeaPad 110-15ISK","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS","2.2kg",479
"873","Toshiba","Tecra A50-D-11D","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.0kg",1388
"874","Lenovo","Thinkpad 13","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","180GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",735
"875","Samsung","Notebook 9","Ultrabook",15,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.23kg",1849
"876","Dell","Latitude 7280","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1690
"877","Asus","X541NA-GO121 (N4200/4GB/1TB/Linux)","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Linux","2kg",398.99
"878","Xiaomi","Mi Notebook","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.28kg",935
"879","Dell","Vostro 5568","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.18kg",912.5
"880","HP","ProBook 450","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",839
"881","HP","EliteBook x360","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",1700
"882","HP","Pavilion x360","2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.3kg",684.8
"883","Asus","VivoBook L402NA","Notebook",14.1,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.65kg",348
