Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
Asus,Chromebook Flip,2 in 1 Convertible,12.5,4GB,64GB Flash Storage,Chrome/Android,1.2,669.0,6.505784060128228,Chromebook,1,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core M M3-6Y30,0.9,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1.36,1877.0,7.537430036586509,Portege,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,16,512GB SSD,0,512GB,SSD,Intel,HD
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,689.0,6.535241271013659,15-bs011nv,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Dell,Inspiron 5577,Gaming,15.6,8GB,1TB HDD,Windows 10,2.56,819.0,6.708084083853069,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4GB,256GB SSD,Windows 10,2.2,399.0,5.988961416889863,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A9-Series 9420,2.9,4,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8GB,1TB HDD,Windows 10,2.2,429.0,6.061456918928017,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A12-Series 9720P,3.6,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4GB,1TB HDD +  1TB HDD,Windows 10,2.1,621.45,6.43205545719152,V310-15IKB,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,1TB HDD +,1,1TB,HDD +,Intel,HD
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4GB,500GB HDD,No OS,1.9,450.0,6.1092475827643655,V310-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Vostro 5568,Notebook,15.6,8GB,256GB SSD,Windows 10,2.18,795.0,6.678342114654332,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Spin 5,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.6,999.0,6.906754778648553,Spin,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,ThinkPad P51s,Workstation,15.6,16GB,512GB SSD,Windows 7,2.18,1855.0,7.5256399750415355,ThinkPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,16,512GB SSD,0,512GB,SSD,Nvidia,Quadro
Lenovo,Thinkpad T460p,Notebook,14.0,8GB,256GB SSD,Windows 10,1.8,1191.0,7.0825485693553,Thinkpad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300HQ,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6GB,2TB HDD,Windows 10,2.71,655.01,6.484650502694282,17-ak002nv,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,AMD,A10-Series 9620P,2.5,6,2TB HDD,0,2TB,HDD,AMD,Radeon
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.5,1249.0,7.130098510125578,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Latitude 5480,Notebook,14.0,8GB,256GB SSD,Linux,1.64,1089.0,6.9930151229329605,Latitude,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7440HQ,2.8,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Vostro 5568,Notebook,15.6,8GB,1TB HDD,Linux,1.98,726.0,6.587550014824796,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,Intel,HD
Asus,VivoBook E403NA,Notebook,14.0,4GB,32GB Flash Storage,Windows 10,1.5,298.0,5.697093486505405,VivoBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Celeron Dual Core N3350,1.1,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Dell,Latitude 5580,Notebook,15.6,16GB,512GB SSD,Windows 10,1.93,1426.66,7.263091326999619,Latitude,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300U,2.6,16,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,Thinkpad E470,Notebook,14.0,8GB,256GB SSD,Windows 10,1.87,857.07,6.753519595542174,Thinkpad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Dell,Latitude 5580,Notebook,15.6,8GB,256GB SSD,Windows 10,1.9,1179.0,7.07242190053737,Latitude,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.19,298.0,5.697093486505405,110-15ACL,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A6-Series 7310,2.0,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Other,Smartbook 142,Notebook,14.0,4GB,32GB HDD,Windows 10,1.4,265.0,5.579729825986222,Smartbook,3,Full HD 1920x1200,0,1,0,1920,1200,1920,14.650157300797918,Intel,Atom Z8350,1.92,4,32GB HDD,0,32GB,HDD,Intel,HD
HP,ProBook 470,Notebook,17.3,8GB,256GB SSD,Windows 10,2.63,1200.0,7.090076835776092,ProBook,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Lenovo,ThinkPad X1,Ultrabook,14.0,8GB,512GB SSD,Windows 10,1.17,1686.64,7.430493663211738,ThinkPad,3,Quad HD+ 2560x1440,0,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6500U,2.5,8,512GB SSD,0,512GB,SSD,Intel,HD
HP,Pavilion X360,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.58,836.6,6.729346059008098,Pavilion,2,1366x768,1,1,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad T470s,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.32,1499.0,7.312553498102598,ThinkPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Alienware 17,Gaming,17.3,32GB,1TB SSD +  1TB HDD,Windows 10,4.36,3659.4,8.205054478530466,Alienware,5,4K Ultra HD 3840x2160,0,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,32,1TB SSD +,1,1TB,SSD +,Nvidia,GeForce
MSI,GL72M 7REX,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2.7,1348.48,7.206733311175769,GL72M,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4GB,1TB HDD,No OS,1.9,489.9,6.194201288644529,V310-15IKB,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5570,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,719.0,6.577861357721046,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,128GB SSD +,1,128GB,SSD +,AMD,Radeon
Dell,Inspiron 5378,2 in 1 Convertible,13.3,4GB,1TB HDD,Windows 10,1.71,649.0,6.4754327167040895,Inspiron,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5567,Notebook,15.6,8GB,1TB HDD,Linux,2.32,589.52,6.379308646458743,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4GB,1TB HDD,Windows 10,2.1,489.0,6.1923624894748714,15-BW037na,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A9-Series 9420,3.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Acer,Predator 17,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4.2,1935.0,7.567862605463882,Predator,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Inspiron 3567,Notebook,15.6,12GB,1TB HDD,Windows 10,2.25,649.0,6.4754327167040895,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,12,1TB HDD,0,1TB,HDD,Intel,HD
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6GB,128GB SSD +  1TB HDD,Windows 10,2.1,650.0,6.476972362889683,15-BW091ND,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A9-Series A9-9420,3.0,6,128GB SSD +,1,128GB,SSD +,AMD,Radeon
Acer,Extensa EX2540-58KR,Notebook,15.6,4GB,500GB HDD,Windows 10,2.4,559.0,6.326149473155099,Extensa,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,ThinkPad 13,Notebook,13.3,8GB,256GB SSD,Windows 10,1.44,960.0,6.866933284461882,ThinkPad,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4GB,1TB HDD,Windows 10,1.85,779.0,6.658011045870748,V310-15IKB,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,4,1TB HDD,0,1TB,HDD,Intel,HD
HP,ZBook 15,Workstation,15.6,16GB,256GB SSD,Windows 10,2.6,2419.0,7.791109510610027,ZBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8GB,1TB HDD,Windows 10,1.55,659.0,6.490723534502507,Inspiron,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,1TB HDD,0,1TB,HDD,Intel,UHD
MSI,GS63VR 7RF,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1.8,2094.48,7.647060591523165,GS63VR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,Aspire ES1-572,Notebook,15.6,4GB,500GB HDD,Windows 10,2.4,410.8,6.018106478054403,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Inspiron 7560,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.0,1207.0,7.095893221097532,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Vostro 3568,Notebook,15.6,8GB,256GB SSD,Windows 10,2.0,665.0,6.499787040655854,Vostro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,8,256GB SSD,0,256GB,SSD,Intel,HD
Toshiba,Tecra X40-D-10G,Notebook,14.0,8GB,256GB SSD,Windows 10,1.25,1535.0,7.336285660021297,Tecra,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Flex 5,2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.7,999.0,6.906754778648553,Flex,3,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Thinkpad P51s,Workstation,15.6,16GB,1TB SSD,Windows 10,2.5,3299.0,8.101374671228582,Thinkpad,4,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7600U,2.8,16,1TB SSD,0,1TB,SSD,Nvidia,Quadro
Acer,Chromebook 14,Notebook,14.0,2GB,32GB Flash Storage,Chrome/Android,1.68,330.0,5.799092654460526,Chromebook,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Other,Notebook 9,Ultrabook,13.3,16GB,256GB SSD,Windows 10,0.81,1649.0,7.407924322559599,Notebook,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,256GB SSD,0,256GB,SSD,Intel,HD
HP,250 G6,Notebook,15.6,8GB,256GB SSD,Windows 10,1.86,539.0,6.289715570908997,250,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Latitude 5480,Notebook,14.0,8GB,256GB SSD,Windows 10,1.6,1126.71,7.02705716060779,Latitude,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Zbook 17,Workstation,17.3,16GB,256GB SSD,Windows 7,3.0,4389.0,8.386856689688234,Zbook,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Xeon E3-1535M v5,2.9,16,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4GB,128GB SSD,Windows 10,1.4,475.0,6.163314804034641,N23,0,1366x768,1,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,128GB SSD,0,128GB,SSD,Intel,HD
HP,EliteBook 850,Notebook,15.6,8GB,256GB SSD,Windows 10,1.84,1900.0,7.549609165154531,EliteBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4GB,1TB HDD,No OS,2.45,579.0,6.361302477572995,X550VX-XX015D,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6300HQ,2.3,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,Thinkpad T460,Ultrabook,14.0,4GB,180GB SSD,Windows 10,1.7,1096.0,6.99942246750796,Thinkpad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,180GB SSD,0,180GB,SSD,Intel,HD
Asus,Pro P2540UA-XO0192R,Notebook,15.6,4GB,256GB SSD,Windows 10,2.37,849.9,6.74511869550458,Pro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i7 7500U,2.7,4,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.3,1199.0,7.089243155027514,Yoga,2,Quad HD+  3200x1800,1,1,0,3200,1800,3200,15.566448032672074,Intel,Core i5 6260U,1.8,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,1099.0,7.002155954403621,15-cb003na,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,ZBook 15,Workstation,15.6,8GB,256GB SSD,Windows 7,2.59,1561.0,7.353081920515431,ZBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Dell,Alienware 17,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,4.42,2868.99,7.96171533044026,Alienware,4,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,Aspire 3,Notebook,15.6,4GB,256GB SSD,Windows 10,2.1,599.0,6.395261598115449,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.5,1048.0,6.954638864880987,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Latitude 7280,Ultrabook,12.5,16GB,256GB SSD,Windows 10,1.18,1859.0,7.527793987721444,Latitude,1,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7600U,2.8,16,256GB SSD,0,256GB,SSD,Intel,HD
Other,Pixelbook (Core,Ultrabook,12.3,8GB,256GB SSD,Chrome/Android,1.1,1559.0,7.351799869057777,Pixelbook,1,2400x1600,1,0,0,2400,1600,2400,15.160982924563909,Intel,Core i5 7Y57,1.2,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.2,1129.0,7.029087564149662,Zenbook,2,Quad HD+ 3200x1800,0,1,0,3200,1800,3200,15.566448032672074,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Latitude 3380,Notebook,13.3,4GB,500GB HDD,Windows 10,1.65,849.0,6.744059186311347,Latitude,2,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
Acer,TravelMate P238-M,Notebook,13.3,4GB,128GB SSD,Windows 10,1.6,655.0,6.484635235635252,TravelMate,2,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,128GB SSD,0,128GB,SSD,Intel,HD
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4GB,1TB HDD,Windows 10,2.8,470.34,6.153455837428686,X751NV-TY001,5,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N4200,1.1,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,Inspiron 7559,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,2.72,1099.0,7.002155954403621,Inspiron,4,4K Ultra HD 3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Other,Notebook 9,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.31,1599.0,7.377133712833954,Notebook,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Aspire A315-31,Notebook,15.6,4GB,1TB HDD,Linux,2.1,298.0,5.697093486505405,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N4200,1.1,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5567,Notebook,15.6,16GB,256GB SSD,Windows 10,2.3,1181.27,7.074345409881552,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,256GB SSD,0,256GB,SSD,AMD,Radeon
Other,Notebook 9,2 in 1 Convertible,15.0,16GB,256GB SSD,Windows 10,1.71,1799.0,7.494986233950533,Notebook,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,256GB SSD,0,256GB,SSD,AMD,Radeon
Toshiba,Tecra A40-C-1E5,Notebook,14.0,4GB,128GB SSD,Windows 10,1.75,1020.0,6.927557906278317,Tecra,3,1366x768,0,1,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Inspiron 7567,Gaming,15.6,8GB,1TB HDD,Windows 10,2.62,1099.0,7.002155954403621,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,EliteBook 820,Ultrabook,12.5,4GB,256GB SSD,Windows 10,1.26,1244.0,7.126087273299125,EliteBook,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,256GB SSD,0,256GB,SSD,Intel,HD
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12GB,2TB HDD,Windows 10,2.3,839.0,6.732210706467206,Q524UQ-BHI7T15,4,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,12,2TB HDD,0,2TB,HDD,Nvidia,GeForce
Lenovo,Thinkpad P50,Notebook,15.6,16GB,512GB SSD,Windows 7,2.5,2370.0,7.7706452341291765,Thinkpad,4,4K Ultra HD 3840x2160,0,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 6820HQ,2.7,16,512GB SSD,0,512GB,SSD,Nvidia,Quadro
Acer,Swift 3,Notebook,14.0,4GB,128GB SSD,Windows 10,1.8,636.0,6.455198563340122,Swift,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,128GB SSD,0,128GB,SSD,Intel,HD
Other,Blade Pro,Gaming,14.0,16GB,512GB SSD,Windows 10,1.95,2899.0,7.972121128921655,Blade,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Asus,Vivobook Max,Notebook,15.6,8GB,128GB SSD,Windows 10,2.0,581.9,6.366298611662624,Vivobook,4,1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Pentium Dual Core N4200,1.1,8,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Alienware 17,Gaming,17.3,32GB,1TB SSD +  1TB HDD,Windows 10,4.42,3588.8,8.185573163765943,Alienware,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,32,1TB SSD +,1,1TB,SSD +,Nvidia,GeForce
Asus,Rog G752VS-BA171T,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4.3,2350.0,7.762170607138204,Rog,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16GB,512GB SSD,Windows 10,1.47,1764.0,7.475339236566736,Tecra,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8GB,1TB HDD,No OS,2.2,329.0,5.796057750765372,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Quad Core N3710,1.6,8,1TB HDD,0,1TB,HDD,Intel,HD
Lenovo,ThinkPad T470s,Ultrabook,14.0,16GB,512GB SSD,Windows 10,1.7,2299.0,7.740229524763182,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
MSI,GS43VR 7RE,Gaming,14.0,16GB,256GB SSD +  1TB HDD,Windows 10,1.6,1891.0,7.544861068658458,GS43VR,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,1089.0,6.9930151229329605,GL62M,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,Legion Y520-15IKBN,Gaming,15.6,4GB,1TB HDD,Windows 10,2.4,999.0,6.906754778648553,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Acer,Predator G9-793,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4.2,2299.0,7.740229524763182,Predator,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 7567,Gaming,15.6,8GB,256GB SSD,Windows 10,2.62,985.0,6.892641641172089,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
